1.1	3.38395240876e-06	1.1	0
7.1	3.38395240876e-06	1.1	0
49.1	3.38395240876e-06	1.1	0
50.1	4.78563139089e-06	1.1	0
56.1	4.78563139089e-06	1.1	0
8.1	4.78563139089e-06	1.1	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
50.1	3.38395240876e-06	1.1	0
0	3.38395240876e-06	1.1	0
8.1	3.38395240876e-06	1.1	0
2.1	3.38395240876e-06	1.1	0
7.1	4.78563139089e-06	1.1	0
9.1	4.78563139089e-06	1.1	0
49.1	4.78563139089e-06	1.1	0
51.1	4.78563139089e-06	1.1	0
56.1	5.86117750237e-06	1.1	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
9.1	3.38395240876e-06	1.1	0
51.1	3.38395240876e-06	1.1	0
1.1	3.38395240876e-06	1.1	0
3.1	3.38395240876e-06	1.1	0
8.1	4.78563139089e-06	1.1	0
10.1	4.78563139089e-06	1.1	0
50.1	4.78563139089e-06	1.1	0
52.1	4.78563139089e-06	1.1	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
-1.0	0	0	0
4.1	3.38395240876e-06	1.1	0
10.1	3.38395240876e-06	1.1	0
52.1	3.38395240876e-06	1.1	0
